"catalogNumber","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","infraspecificEpithet","taxonRank","identifiedBy","dateIdentified","collectedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","informationWithheld","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","N_latitude","W_longitude","georeferenceProtocol","georeferenceSources","georeferenceRemarks","minimumElevationInMeters","verbatimElevation","month_fctr","recordedBy_og","coll_gr"
"SUWS011816","Equisetopsida","Ericales","Primulaceae","Lysimachia terrestris",4164,"(L.) Britton, Sterns & Poggenb.","Lysimachia","terrestris","","","Koch, Rudy G.","29Jan1976","Hjerleid","s.n.","1966-07-17",1966,7,17,198,"1966-07-17","","Roadside bank, sandy.",NA,"Bayfield","Between Pigeon Lake Camp entrance W to CTH A",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Hjerleid; Brashier","Other Collectors"
"SUWS011817","Equisetopsida","Ericales","Primulaceae","Lysimachia thyrsiflora",4165,"L.","Lysimachia","thyrsiflora","","","","","Wong, Kenneth","s.n.","1975-06-22",1975,6,22,173,"1975-06-22","","Marsh near lake.",NA,"Douglas","Gordon. 2 miles S of Gordon on Hwy 53, near Halfway Lake",46.21793,-91.79852,NA,1214,"46.217930 N"," 91.798520 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Wong, Kenneth","Other Collectors"
"SUWS011822","Equisetopsida","Ericales","Primulaceae","Trientalis borealis subsp. borealis",13455,"Raf.","Trientalis","borealis","borealis","subsp.","","","Shaw","s.n.","1928-06-10",1928,6,10,162,"1928-06-10","","Woods.",NA,"Douglas","Superior. 28th St., Superior",46.70627,-92.09949,NA,3151,"46.706270 N"," 92.099490 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Shaw; Brashier","Other Collectors"
"SUWS011826","Equisetopsida","Ericales","Primulaceae","Trientalis borealis subsp. borealis",13455,"Raf.","Trientalis","borealis","borealis","subsp.","","","Brashier","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Rich woods, sandy soil, forest litter in great amounts.",NA,"Douglas","Foxboro. 3 miles N of CTH B on Pelkey Rd. near Foxboro",46.49696,-92.25905,NA,886,"46.496960 N"," 92.259050 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011827","Equisetopsida","Ericales","Primulaceae","Trientalis borealis subsp. borealis",13455,"Raf.","Trientalis","borealis","borealis","subsp.","","","Brashier","30","1964-06-01",1964,6,1,153,"1964-06-01","","Low, wet wooded area.",NA,"Douglas","Patzau. 0.5 mile W of Wisconsin State Hwy 35 on CTH BB on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"46.489860 N"," 92.184140 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011828","Equisetopsida","Ericales","Primulaceae","Trientalis borealis subsp. borealis",13455,"Raf.","Trientalis","borealis","borealis","subsp.","","","Cornell","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Woods, soil sandy, some humus, moist and shady.",NA,"Bayfield","N of Pigeon Lake Camp",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Cornell; Brashier","Other Collectors"
"SUWS011829","Equisetopsida","Ericales","Primulaceae","Trientalis borealis subsp. borealis",13455,"Raf.","Trientalis","borealis","borealis","subsp.","","","Brashier","PL-141","1964-07-16",1964,7,16,198,"1964-07-16","","Wooded area.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Brashier; Janowski","Brashier"
"SUWS011843","Equisetopsida","Saxifragales","Grossulariaceae","Ribes hirtellum",4809,"Michx.","Ribes","hirtellum","","","","","Brashier","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Poplar woods, damp soil.",NA,"Douglas","Superior. 5 miles S of Superior on Hwy 35",46.63637,-92.10374,NA,4228,"46.636370 N"," 92.103740 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011845","Equisetopsida","Saxifragales","Grossulariaceae","Ribes hirtellum",4809,"Michx.","Ribes","hirtellum","","","","","Staupe, Jane","31","1980-05-14",1980,5,14,135,"1980-05-14","","Sandy.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","May","Staupe, Jane","Other Collectors"
"SUWS011847","Equisetopsida","Saxifragales","Grossulariaceae","Ribes glandulosum",4808,"Grauer","Ribes","glandulosum","","","","","Brashier","s.n.","1965-05-20",1965,5,20,140,"1965-05-20","","Edge of bog; very wet.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans property [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"46.489860 N"," 92.184140 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","May","Brashier; Romans","Brashier"
"SUWS011854","Equisetopsida","Saxifragales","Grossulariaceae","Ribes rubrum",4816,"L.","Ribes","rubrum","","","Cochrane, Theodore S.","11Nov2009","Castle, R.","93-311","1993-07-27",1993,7,27,208,"1993-07-27","","Moist soils with willow and tag alders. Thorn-less, upright to 5 feet, berries red, 3-5 lobed leaves.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Castle, R.","Castle, R."
"SUWS011860","Equisetopsida","Saxifragales","Saxifragaceae","Heuchera richardsonii",3844,"R.Br.","Heuchera","richardsonii","","","","","Thomson, John W., Jr.","s.n.","1942-06-13",1942,6,13,164,"1942-06-13","","Prairie.",NA,"Barron","Chetek. Between RR and Road 1 mile N of Chetek",45.33482,-91.67521,NA,1082,"45.334820 N"," 91.675210 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Thomson, John W., Jr.","Thomson, John W., Jr."
"SUWS011861","Equisetopsida","Saxifragales","Saxifragaceae","Heuchera richardsonii",3844,"R.Br.","Heuchera","richardsonii","","","","","Brashier","203b","1964-06-26",1964,6,26,178,"1964-06-26","","In wet ditch adjacent to roadside.",NA,"Douglas","Superior. 1 miles S of Superior on State Hwy 35",46.67568,-92.10339,NA,4506,"46.675680 N"," 92.103390 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011862","Equisetopsida","Saxifragales","Saxifragaceae","Heuchera richardsonii",3844,"R.Br.","Heuchera","richardsonii","","","","","Brashier","109c","1964-06-20",1964,6,20,172,"1964-06-20","","Wet roadside.",NA,"Douglas","Superior. 1 mile S of Superior on Hwy 35",46.67568,-92.10339,NA,4506,"46.675680 N"," 92.103390 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011867","Equisetopsida","Saxifragales","Saxifragaceae","Mitella diphylla",4267,"L.","Mitella","diphylla","","","","","Brashier","s.n.","1965-05-22",1965,5,22,142,"1965-05-22","","River bottom, clay soil, collected 1 month after area was flooded.",NA,"Douglas","Superior. 3 miles S of Superior on Hwy 35 on Ralph Law property, Nemadji River",46.65497,-92.10442,NA,4161,"46.654970 N"," 92.104420 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","May","Brashier; Romans","Brashier"
"SUWS011868","Equisetopsida","Saxifragales","Saxifragaceae","Mitella diphylla",4267,"L.","Mitella","diphylla","","","","","Brashier","82b","1964-06-12",1964,6,12,164,"1964-06-12","","Deep, low, damp woods.",NA,"Manitowoc","Near Kashbaum Lake, on State Hwy 42, S of the jct. with U.S. Hwy 151",44.05936,-87.73621,NA,200,"44.059360 N"," 87.736210 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011870","Equisetopsida","Saxifragales","Saxifragaceae","Mitella nuda",4268,"L.","Mitella","nuda","","","","","Brashier","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Rich woods; soil damp.",NA,"Douglas","Foxboro. 3 miles N of CTH B on Pelkey Rd. near Foxboro",46.49696,-92.25905,NA,886,"46.496960 N"," 92.259050 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011871","Equisetopsida","Saxifragales","Saxifragaceae","Mitella nuda",4268,"L.","Mitella","nuda","","","","","Brashier","s.n.","1965-06-10",1965,6,10,161,"1965-06-10","","On forest floor; very shaded and damp, rich soil; in virgin hemlock forest.",NA,"Bayfield","N end of Lake Owen",46.26801,-91.25852,NA,6777,"46.268010 N"," 91.258520 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011881","Equisetopsida","Saxifragales","Saxifragaceae","Saxifraga pensylvanica",13144,"L.","Saxifraga","pensylvanica","","","","","Brashier","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","In wet poplar-alder woods.",NA,"Douglas","Superior. 5 miles S of Superior on Hwy 35",46.63637,-92.10374,NA,4228,"46.636370 N"," 92.103740 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011884","Equisetopsida","Saxifragales","Saxifragaceae","Saxifraga pensylvanica",13144,"L.","Saxifraga","pensylvanica","","","","","Castle, R.","93-104","1993-05-13",1993,5,13,133,"1993-05-13","","Rich soil.",NA,"Douglas","Brule. Near Brule at Hwy 2 rest stop",46.553,-91.57658,NA,4284,"46.553000 N"," 91.576580 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","May","Castle, R.","Castle, R."
"SUWS011887","Equisetopsida","Saxifragales","Saxifragaceae","Saxifraga pensylvanica",13144,"L.","Saxifraga","pensylvanica","","","","","Brashier","204a","1964-06-17",1964,6,17,169,"1964-06-17","","Along roadside, wet.",NA,"Douglas","Superior. 1 mile S of Superior on Hwy 35",46.67568,-92.10339,NA,4506,"46.675680 N"," 92.103390 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier","Brashier"
"SUWS011898","Equisetopsida","Rosales","Rosaceae","Amelanchier",364,"Medik.","Amelanchier","","","","","","Brashier","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Poplar-alder woods; damp. [Labeled as A. laevis x A. sanguinea]",NA,"Douglas","Superior. 5 miles S of Superior on Hwy 35",46.63637,-92.10374,NA,4228,"46.636370 N"," 92.103740 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011899","Equisetopsida","Rosales","Rosaceae","Amelanchier",364,"Medik.","Amelanchier","","","","","","Brashier","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Poplar-alder woods; damp. [Labeled as A. laevis x A. sanguinea]",NA,"Douglas","Superior. 5 miles S of Superior on Hwy 35",46.63637,-92.10374,NA,4228,"46.636370 N"," 92.103740 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011900","Equisetopsida","Rosales","Rosaceae","Amelanchier",364,"Medik.","Amelanchier","","","","","","Brashier","s.n.","1965-05-20",1965,5,20,140,"1965-05-20","","Cut over area; second growth trees and shrubs. [Labeled as A. laevis x A. sanguinea]",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans property [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"46.489860 N"," 92.184140 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","May","Brashier; Romans","Brashier"
"SUWS011903","Equisetopsida","Rosales","Rosaceae","Amelanchier bartramiana",2507,"(Tausch) M.Roem.","Amelanchier","bartramiana","","","","","Brashier","PL-188","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Brashier; Walvoord","Brashier"
"SUWS011918","Equisetopsida","Rosales","Rosaceae","Fragaria virginiana",3645,"Duchesne","Fragaria","virginiana","","","","","Cornell","s.n.","1966-07-02",1966,7,2,183,"1966-07-02","","Soil sandy and firm, cover dense grasses and herbs, surrounding area heavy woods.",NA,"Bayfield","Drummond. NE of Drummond at the jct of Rd. 402 and Hwy 63",46.34389,-91.21338,NA,691,"46.343890 N"," 91.213380 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Cornell; Brashier","Other Collectors"
"SUWS011920","Equisetopsida","Rosales","Rosaceae","Fragaria virginiana",3645,"Duchesne","Fragaria","virginiana","","","","","Romans","147a","1964-06-01",1964,6,1,153,"1964-06-01","","Sandy-loam hillside.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"46.489860 N"," 92.184140 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Romans; Brashier","Romans"
"SUWS011921","Equisetopsida","Rosales","Rosaceae","Fragaria virginiana",3645,"Duchesne","Fragaria","virginiana","","","","","Brashier","PL-80","1964-07-05",1964,7,5,187,"1964-07-05","","Open field.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Brashier; Thoren","Brashier"
"SUWS011922","Equisetopsida","Rosales","Rosaceae","Fragaria virginiana",3645,"Duchesne","Fragaria","virginiana","","","","","Brashier","PL-79","1964-07-10",1964,7,10,192,"1964-07-10","","Along trail.",NA,"Bayfield","Pigeon Lake Field Station. Along nature trail",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Brashier; Cherf","Brashier"
"SUWS011923","Equisetopsida","Rosales","Rosaceae","Fragaria vesca subsp. americana",6672,"(Porter) Staudt","Fragaria","vesca","americana","subsp.","Cochrane, Theodore S.","Apr 2002","Brashier","10a","1964-06-02",1964,6,2,154,"1964-06-02","","Shady, moist area at base of hillside in river bottom area.",NA,"St. Croix","Somerset. Park within city limits, bank of river [Probably Apple River]",45.12547,-92.67195,NA,1500,"45.125470 N"," 92.671950 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011938","Equisetopsida","Rosales","Rosaceae","Potentilla argentea",4644,"L.","Potentilla","argentea","","","Cochrane, Theodore S.","Jan 1971","Brashier","70a","1964-06-03",1964,6,3,155,"1964-06-03","","Sandy, dry open railroad embankment.",NA,"Juneau","Wonewoc. 1 miile N of Wonewoc on State Hwy 82, E of roadside park",43.65275,-90.22346,NA,1056,"43.652750 N"," 90.223460 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011939","Equisetopsida","Rosales","Rosaceae","Potentilla argentea",4644,"L.","Potentilla","argentea","","","Cochrane, Theodore S.","Jan 1971","Brashier","70b","1964-06-03",1964,6,3,155,"1964-06-03","","Sandy, dry open railroad embankment.",NA,"Juneau","Wonewoc. 1 miile N of Wonewoc on State Hwy 82, E of roadside park",43.65275,-90.22346,NA,1056,"43.652750 N"," 90.223460 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011940","Equisetopsida","Rosales","Rosaceae","Potentilla argentea",4644,"L.","Potentilla","argentea","","","Cochrane, Theodore S.","Jan 1971","Holden","s.n.","1966-07-26",1966,7,26,207,"1966-07-26","","Sandy beach - sparsely grassy and woody.",NA,"Bayfield","N side of Pigeon Lake",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Holden; Brashier","Other Collectors"
"SUWS011941","Equisetopsida","Rosales","Rosaceae","Potentilla argentea",4644,"L.","Potentilla","argentea","","","Cochrane, Theodore S.","Jan 1971","Cornell","s.n.","1966-07-02",1966,7,2,183,"1966-07-02","","Soil sandy and loose, ground cover sparse - contains much sawdust.",NA,"Bayfield","Drummond. NE factory district of Drummond",46.33689,-91.25797,NA,4497,"46.336890 N"," 91.257970 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Cornell; Brashier","Other Collectors"
"SUWS011942","Equisetopsida","Rosales","Rosaceae","Potentilla argentea",4644,"L.","Potentilla","argentea","","","Cochrane, Theodore S.","Jan 1971","Brashier","s.n.","1965-06-08",1965,6,8,159,"1965-06-08","","Sandy roadside.",NA,"Douglas","Gordon. 0.5 mile N of Gordon on Hwy 53",46.25413,-91.79852,NA,977,"46.254130 N"," 91.798520 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011945","Equisetopsida","Rosales","Rosaceae","Potentilla argentea",4644,"L.","Potentilla","argentea","","","Cochrane, Theodore S.","Jan 1971","Thomson, John W., Jr.","s.n.","1942-06-13",1942,6,13,164,"1942-06-13","","",NA,"Barron","Chetek. 1 mile N of Chetek",45.32861,-91.651,NA,2880,"45.328610 N"," 91.651000 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Thomson, John W., Jr.","Thomson, John W., Jr."
"SUWS011947","Equisetopsida","Rosales","Rosaceae","Argentina anserina",13238,"(L.) Rydb.","Argentina","anserina","","","Cochrane, Theodore S.","Jan 1971","Collins","s.n.","1966-07-07",1966,7,7,188,"1966-07-07","","Roadside.",NA,"Bayfield","Pigeon Lake Forest Trail",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Collins; Brashier","Other Collectors"
"SUWS011948","Equisetopsida","Rosales","Rosaceae","Argentina anserina",13238,"(L.) Rydb.","Argentina","anserina","","","Cochrane, Theodore S.","Jan 1971","Holden","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Sandy beach, sparsely grassy - wooded further back.",NA,"Bayfield","N shore of Pigeon Lake 1 mile W of field station",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Holden; Brashier","Other Collectors"
"SUWS011949","Equisetopsida","Rosales","Rosaceae","Argentina anserina",13238,"(L.) Rydb.","Argentina","anserina","","","","","Hjerleid","s.n.","1966-07-09",1966,7,9,190,"1966-07-09","","Sandy shoreline.",NA,"Bayfield","SE shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Hjerleid; Brashier","Other Collectors"
"SUWS011950","Equisetopsida","Rosales","Rosaceae","Argentina anserina",13238,"(L.) Rydb.","Argentina","anserina","","","Cochrane, Theodore S.","Jan 1971","Brashier","68c","1964-06-04",1964,6,4,156,"1964-06-04","","Sandy shores of lake.",NA,"Manitowoc","Two Rivers. Near Lake Michigan",44.10992,-87.63865,NA,25000,"44.109920 N"," 87.638650 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS011951","Equisetopsida","Rosales","Rosaceae","Argentina anserina",13238,"(L.) Rydb.","Argentina","anserina","","","Cochrane, Theodore S.","Jan 1971","Brashier","PL-23","1964-07-06",1964,7,6,188,"1964-07-06","","Shore of lake.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Brashier; Grage","Brashier"
"SUWS011956","Equisetopsida","Rosales","Rosaceae","Potentilla norvegica",4649,"L.","Potentilla","norvegica","","","Cochrane, Theodore S.","Jan 1971","Brashier","120","1964-08-18",1964,8,18,231,"1964-08-18","","Very dry, sandy open area in gravel pit.",NA,"Douglas","Patzau. 1 mile E of Patzau on CTH BB in Patzau gravel pit",46.49133,-92.19972,NA,979,"46.491330 N"," 92.199720 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","August","Brashier; Collins","Brashier"
